filename,uploader_email,file_url,status,total_rows,accepted_rows,rejected_rows,created_projects,updated_projects,rejects_csv_url,error_summary,preview_data,completed_at,error_message,id,created_date,updated_date,created_by_id,created_by,is_sample
"jobs.csv","mitchell@lysaght.net.nz","https://base44.app/api/apps/689114bd8ff9b1e25eb9ba78/files/076634508_jobs.csv","parsed","6589","99","1","","","","[{""field"":""Job No"",""error"":""Job number is required"",""count"":1}]","[{""rowNumber"":2,""Id"":""9c502086-6ef7-4698-b925-dc1a238183fd"",""Name"":""Project 1"",""Job No"":1234,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c502020-dcb1-49c4-bfdd-bd4d392d5090"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":""Project     1"",""Budget"":0,""Category Id"":null,""Start Date"":""1998-09-28"",""Due Date"":""2014-06-30"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":3,""Id"":""9c50209e-2da6-4393-9bb4-1364f206e602"",""Name"":""Mitchell Haak"",""Job No"":322,""Partner Id"":""194091"",""Manager Id"":""9c501f94-2e68-4a23-8154-fa35a7ae213d"",""Client Id"":""9c501f94-2e68-4a23-8154-fa35a7ae213d"",""Contact Id"":""9c501fdb-4bac-4eb2-8c5a-2c6a4f966c85"",""Job Category Id"":""9c502051-cf47-4483-a494-f20e15a35517"",""Job Status Id"":""9c501f8c-bfde-40d2-b0da-26b7254b13e2"",""Client Order No"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Description"":null,""Budget"":null,""Category Id"":null,""Start Date"":null,""Due Date"":null,""Exclude From Estimated Billing"":null,""Priority"":null},{""rowNumber"":5,""Id"":""9c50209e-97e1-4680-86b6-c9d7d80b671b"",""Name"":""ISO Limited"",""Job No"":37,""Partner Id"":""194159"",""Manager Id"":""9c501f93-6337-4d4e-b6c7-f1eef9950cd4"",""Client Id"":""9c501f93-6337-4d4e-b6c7-f1eef9950cd4"",""Contact Id"":""9c501fdc-e363-427c-aca1-d562d311df8c"",""Job Category Id"":""9c502043-f517-4259-8fcd-7a2e73215976"",""Job Status Id"":""9c501f8c-b9b1-4bf7-947c-befa857252f4"",""Client Order No"":""9c501f8c-9412-4f41-b832-30efae7e20d9"",""Description"":null,""Budget"":null,""Category Id"":""0.0000"",""Start Date"":null,""Due Date"":""2002-03-29"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":6,""Id"":""9c502086-796c-4798-86ab-9341efbc8526"",""Name"":""276 Maungatapu Road"",""Job No"":31077,""Partner Id"":""9c501f92-e99d-4c9f-8463-f996da611278"",""Manager Id"":""9c501f92-e99d-4c9f-8463-f996da611278"",""Client Id"":""9c501ffe-c621-40b6-a987-c9033039d2e1"",""Contact Id"":""9c50206e-9398-45bd-8174-975966db3394"",""Job Category Id"":""9c501f8c-adce-4980-a421-516b13eba6f5"",""Job Status Id"":""9c501f8c-9412-4f41-b832-30efae7e20d9"",""Client Order No"":null,""Description"":""Subdivision"",""Budget"":0,""Category Id"":null,""Start Date"":""2004-08-20"",""Due Date"":""2014-06-30"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":7,""Id"":""9c502088-ee51-489a-91ac-b3676efc1847"",""Name"":""Subdivision - 59-63 Clarke Street"",""Job No"":41199,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c502021-3e03-4472-b18d-21b48eac2244"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2004-08-20"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":8,""Id"":""9c502088-f160-4b11-888e-7cc1950b1092"",""Name"":""Tahawai Parish  Katikati"",""Job No"":98529,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c502008-87c6-473e-af44-c9c0eed3cc06"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2005-02-03"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":9,""Id"":""9c502088-f474-463a-8d7d-dd2515d776e8"",""Name"":""35 Cooneys Drive"",""Job No"":31056,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c50200f-5be4-4c6a-ac1f-9ae638cfcbcf"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2005-11-10"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":10,""Id"":""9c502088-f7c2-4033-b9ab-ff106a9cf0dd"",""Name"":""Grammer Road Seal Extension"",""Job No"":51458,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c50200f-14c0-44b7-9859-e0a9a6f11116"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2005-12-02"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":11,""Id"":""9c502088-fae3-4ccb-aba4-3b821c411ee5"",""Name"":""5 Scantlebury Street"",""Job No"":51459,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c50200f-6829-43c4-8f69-c5aeafc740a2"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2005-12-06"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":12,""Id"":""9c502088-fe14-4034-9bdc-918d19f5d408"",""Name"":""Athenree Road"",""Job No"":51461,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c502000-e9f7-4918-be98-efa0ea88e3ab"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2005-12-08"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":13,""Id"":""9c502089-0127-4f4e-824d-79efee122479"",""Name"":""Westview Place  Tauranga"",""Job No"":51462,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c502008-ae50-49cd-8ba9-dfa62081ed9d"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2005-12-09"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":14,""Id"":""9c502089-0443-4f2e-903b-553134fba5c0"",""Name"":""Maungarangi Road Pumice Quarry Measure Up"",""Job No"":51460,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c50200f-708f-4c38-bdea-b0eba0ec4d2f"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2005-12-09"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":15,""Id"":""9c502089-0759-4b37-a6b1-652c0b6ea5ba"",""Name"":""Spencer ave Maketu"",""Job No"":51463,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c502000-e9f7-4918-be98-efa0ea88e3ab"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2005-12-12"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":16,""Id"":""9c502089-0a6c-4e55-9084-f4c6f9e624da"",""Name"":""275 Waitaha Road"",""Job No"":51464,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c50200e-619c-46e1-8bb4-8cb8f331ee2c"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2005-12-12"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":17,""Id"":""9c502089-0db6-4d6a-adb2-315a9808e091"",""Name"":""Programmes"",""Job No"":51465,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c50200b-31dc-44b1-b9e0-8b7acf6ddb4e"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2005-12-13"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":18,""Id"":""9c502089-10d8-4f50-8906-2de2a5b05614"",""Name"":""15 & 15a Pyes Pa Road  Tauranga"",""Job No"":51466,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c50200f-7861-4bc2-a336-f144bc5b823e"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2005-12-15"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":19,""Id"":""9c502089-12f0-46f9-88b0-62fe26ab0046"",""Name"":""40 & 42 Robins Road"",""Job No"":51467,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c50200d-c001-4d5b-8c39-72284df27236"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2005-12-16"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":20,""Id"":""9c502089-14b8-463d-a39d-4849a1580cfb"",""Name"":""35 Kingswood Road"",""Job No"":51468,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c502008-ae50-49cd-8ba9-dfa62081ed9d"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2005-12-20"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":21,""Id"":""9c502089-1674-466e-9aec-3b157255ef53"",""Name"":""Marshall Road Stormwater Ponds"",""Job No"":51469,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c50200c-eb54-45ff-bf70-c482b31d47aa"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2005-12-22"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":22,""Id"":""9c502089-1841-4da1-8315-fd522c6c9143"",""Name"":""117 Simpson Road  Papamoa"",""Job No"":61470,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c50200f-829e-4b0e-9097-4721175557d3"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2006-01-11"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":23,""Id"":""9c502089-1a2c-47c0-a2fb-ed00d3c156a8"",""Name"":""1122 Papamoa Beach Road"",""Job No"":61471,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c50200b-2779-489f-8484-3998cea75b63"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2006-01-12"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":24,""Id"":""9c502089-1c24-4810-a11a-4a7d8535b50c"",""Name"":""TCC Watermain - 1st Ave to 11th Ave"",""Job No"":61472,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c50200c-eb54-45ff-bf70-c482b31d47aa"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2006-01-12"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":25,""Id"":""9c502089-1e3b-49ff-9c47-f391ccb054e0"",""Name"":""Various Slip Repairs"",""Job No"":61473,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c50200b-5773-46e2-b3ee-12136a9cadfd"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2006-01-16"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":26,""Id"":""9c502089-20a7-429a-be4d-08ac9de58888"",""Name"":""Washer and Collins Lane"",""Job No"":61474,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c50200c-c880-403c-ab0d-418f53b076ca"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2006-01-23"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""},{""rowNumber"":27,""Id"":""9c502089-2411-4896-8627-0f92369bc5e6"",""Name"":""6 Atkins Way"",""Job No"":61475,""Partner Id"":null,""Manager Id"":null,""Client Id"":""9c502003-8f26-4a10-a1b2-4d79ed49485d"",""Contact Id"":null,""Job Category Id"":null,""Job Status Id"":""9c501f8c-8f51-4d55-8b74-4564a28f6736"",""Client Order No"":null,""Description"":null,""Budget"":0,""Category Id"":null,""Start Date"":""2006-01-25"",""Due Date"":""2013-11-25"",""Exclude From Estimated Billing"":false,""Priority"":""normal""}]","","","68a567dad5ea6507a855bf04","2025-08-20T06:14:50.049000","2025-08-20T06:15:20.595000","service_5b5f89ed-2df1-45a3-9f7a-7e893c9f9be2","service+5b5f89ed-2df1-45a3-9f7a-7e893c9f9be2@no-reply.base44.com",""
"jobs.csv","mitchell@lysaght.net.nz","https://base44.app/api/apps/689114bd8ff9b1e25eb9ba78/files/393274aa6_jobs.csv","parsing","","","","","","","[]","","","","68a56fb0714b7a5e8748e044","2025-08-20T06:48:16.485000","2025-08-20T06:48:25.040000","service_5b5f89ed-2df1-45a3-9f7a-7e893c9f9be2","service+5b5f89ed-2df1-45a3-9f7a-7e893c9f9be2@no-reply.base44.com",""
"jobs.csv","mitchell@lysaght.net.nz","https://base44.app/api/apps/689114bd8ff9b1e25eb9ba78/files/8b67204fc_jobs.csv","parsed","4558","4557","1","","","","[{""field"":null,""error"":""Job No: Job number is required and must be a valid integer."",""count"":1}]","","","","68a5713a7ef9400f81e39669","2025-08-20T06:54:50.273000","2025-08-20T06:55:25.704000","service_5b5f89ed-2df1-45a3-9f7a-7e893c9f9be2","service+5b5f89ed-2df1-45a3-9f7a-7e893c9f9be2@no-reply.base44.com",""
"jobs.csv","mitchell@lysaght.net.nz","https://base44.app/api/apps/689114bd8ff9b1e25eb9ba78/files/7864d9c22_jobs.csv","parsing","","","","","","","[]","","","","68a57212134f6bd5a9a7ee08","2025-08-20T06:58:26.925000","2025-08-20T06:58:31.705000","service_5b5f89ed-2df1-45a3-9f7a-7e893c9f9be2","service+5b5f89ed-2df1-45a3-9f7a-7e893c9f9be2@no-reply.base44.com",""
"jobs.csv","mitchell@lysaght.net.nz","https://base44.app/api/apps/689114bd8ff9b1e25eb9ba78/files/a2e3a9e4a_jobs.csv","committing","4558","4557","1","","","","[{""field"":null,""error"":""Job No: Job number is required and must be a valid integer."",""count"":1}]","","","","68a5743d5609bff7fedce363","2025-08-20T07:07:41.234000","2025-08-20T07:08:32.991000","service_5b5f89ed-2df1-45a3-9f7a-7e893c9f9be2","service+5b5f89ed-2df1-45a3-9f7a-7e893c9f9be2@no-reply.base44.com",""
"jobs.csv","mitchell@lysaght.net.nz","https://base44.app/api/apps/689114bd8ff9b1e25eb9ba78/files/4f5a06fe4_jobs.csv","parsing","","","","","","","[]","","","","68a5751ea0d9b51704d3b64f","2025-08-20T07:11:26.048000","2025-08-20T07:11:35.083000","service_5b5f89ed-2df1-45a3-9f7a-7e893c9f9be2","service+5b5f89ed-2df1-45a3-9f7a-7e893c9f9be2@no-reply.base44.com",""
"jobs.csv","mitchell@lysaght.net.nz","https://base44.app/api/apps/689114bd8ff9b1e25eb9ba78/files/e4da9f912_jobs.csv","failed","","","","","","","[]","","","Rate limit exceeded","68a575d3714b7a5e8748f9b6","2025-08-20T07:14:27.565000","2025-08-20T07:15:29.564000","service_5b5f89ed-2df1-45a3-9f7a-7e893c9f9be2","service+5b5f89ed-2df1-45a3-9f7a-7e893c9f9be2@no-reply.base44.com",""
"jobs.csv","mitchell@lysaght.net.nz","https://base44.app/api/apps/689114bd8ff9b1e25eb9ba78/files/455dbe1a6_jobs.csv","parsing","","","","","","","[]","","","","68a5765182dee2c5fe7f10e2","2025-08-20T07:16:33.343000","2025-08-20T07:16:38.304000","service_5b5f89ed-2df1-45a3-9f7a-7e893c9f9be2","service+5b5f89ed-2df1-45a3-9f7a-7e893c9f9be2@no-reply.base44.com",""
"jobs.csv","mitchell@lysaght.net.nz","https://base44.app/api/apps/689114bd8ff9b1e25eb9ba78/files/c64435b1f_jobs.csv","parsing","","","","","","","[]","","","","68a576b937387c2dd0cf232e","2025-08-20T07:18:17.879000","2025-08-20T07:18:22.244000","service_5b5f89ed-2df1-45a3-9f7a-7e893c9f9be2","service+5b5f89ed-2df1-45a3-9f7a-7e893c9f9be2@no-reply.base44.com",""
"jobs.csv","mitchell@lysaght.net.nz","https://base44.app/api/apps/689114bd8ff9b1e25eb9ba78/files/50fa38c6a_jobs.csv","parsing","","","","","","","[]","","","","68a5774e1bdeefac5aea0e58","2025-08-20T07:20:46.787000","2025-08-20T07:20:52.419000","service_5b5f89ed-2df1-45a3-9f7a-7e893c9f9be2","service+5b5f89ed-2df1-45a3-9f7a-7e893c9f9be2@no-reply.base44.com",""
